name_0	count_x	name_1	name_2	count_y
Abu Kurayb	1609	Waki'	Dawud b. Qays	1
Abu Kurayb	1609	Waki'	Dawud b. Yazid	1
Abu Kurayb	1609	Waki'	Dilham b. Salih	1
Abu Kurayb	1609	Waki'	Fudayl	1
Abu Kurayb	1609	Waki'	Hammad	1
Abu Kurayb	1609	Waki'	Hamza al-Zayyat	1
Abu Kurayb	1609	Waki'	Hisham	1
Abu Kurayb	1609	Waki'	Hisham al-Dustawa'i	1
Abu Kurayb	1609	Waki'	Hisham b. 'Urwa	2
Abu Kurayb	1609	Waki'	Hisham b. Sa'd	1
Abu Kurayb	1609	Waki'	Ibn Abi Dhi'b	1
Abu Kurayb	1609	Waki'	Ibn Abi Layla	2
Abu Kurayb	1609	Waki'	Ibn Abi Rawad	1
Abu Kurayb	1609	Waki'	Imran b. Hadir	1
Abu Kurayb	1609	Waki'	Isma'il	4
Abu Kurayb	1609	Waki'	Isma'il b. 'Abd al-Malik	1
Abu Kurayb	1609	Waki'	Isma'il b. Abi Khalid	1
Abu Kurayb	1609	Waki'	Isma'il b. Ibrahim	2
Abu Kurayb	1609	Waki'	Isra'il	23
Abu Kurayb	1609	Waki'	Ja'far b. Burqan	1
Abu Kurayb	1609	Waki'	Khilf al-Ashja'i	1
Abu Kurayb	1609	Waki'	Madras b. 'Abd Allah	1
Abu Kurayb	1609	Waki'	Mahdi b. Mamun	1
Abu Kurayb	1609	Waki'	Malik	1
Abu Kurayb	1609	Waki'	Mansur b. Dinar	1
Abu Kurayb	1609	Waki'	Mas'ar	2
Abu Kurayb	1609	Waki'	Matar	1
Abu Kurayb	1609	Waki'	Mu'awiyya b. Abi Mazrad	1
Abu Kurayb	1609	Waki'	Mubarak	4
Abu Kurayb	1609	Waki'	Muhammad b. Humayd al-Razi	3
Abu Kurayb	1609	Waki'	Muhammad b. Sharik	1
Abu Kurayb	1609	Waki'	Musa b. 'Ubayda	2
Abu Kurayb	1609	Waki'	Nahas b. Qahm	1
Abu Kurayb	1609	Waki'	Nasr b. 'Arabi	1
Abu Kurayb	1609	Waki'	Qatr	1
Abu Kurayb	1609	Waki'	Sa'id	2
Abu Kurayb	1609	Waki'	Salama b. Nabit	1
Abu Kurayb	1609	Waki'	Salama b. al-Fadl	3
Abu Kurayb	1609	Waki'	Sammak	1
Abu Kurayb	1609	Waki'	Saqif b. Bishr al-Shaybani	1
Abu Kurayb	1609	Waki'	Sha'ba	6
Abu Kurayb	1609	Waki'	Sharik	6
Abu Kurayb	1609	Waki'	Shayban	1
Abu Kurayb	1609	Waki'	Sufyan	87
Abu Kurayb	1609	Waki'	Sufyan al-'Asfari	1
Abu Kurayb	1609	Waki'	Sufyan b. Waki'	67
Abu Kurayb	1609	Waki'	Talha b. 'Amr	2
Abu Kurayb	1609	Waki'	Thabit b. Abi Safiyya	1
Abu Kurayb	1609	Waki'	Thawr b. Yazid	1
Abu Kurayb	1609	Waki'	Usama b. Zayd	1
Abu Kurayb	1609	Waki'	Uthman al-Hamdani	1
Abu Kurayb	1609	Waki'	Wasil	3
Abu Kurayb	1609	Waki'	Yazid	1
Abu Kurayb	1609	Waki'	Yazid b. Abi Ziyad	1
Abu Kurayb	1609	Waki'	Yunus	1
Abu Kurayb	1609	Waki'	Zakariya'	1
Abu Kurayb	1609	Waki'	al-'Amash	13
Abu Kurayb	1609	Waki'	al-Awza'i	1
Abu Kurayb	1609	Waki'	al-Fadl	1
Abu Kurayb	1609	Waki'	al-Fadl b. Dilham	1
Abu Kurayb	1609	Waki'	al-Hasan b. Salih	1
Abu Kurayb	1609	Waki'	al-Mas'udi	1
Abu Kurayb	1609	Waki'	al-Nadr	2
Abu Kurayb	1609	Waki'	al-Nadr b. 'Arabi	3
Abu Kurayb	1609	Waki' b. Muslim	Abu Tahfa	1
Abu Kurayb	1609	Waki' b. al-Jurah	#####	2
Abu Kurayb	1609	Waki' b. al-Jurah	Abu al-Minhal	1
Abu Kurayb	1609	Waki' b. al-Jurah	Mas'ar	1
Abu Kurayb	1609	Waki' b. al-Jurah	Mas'ar b. Kudam	1
Abu Kurayb	1609	Waki' b. al-Jurah	Sufyan	2
Abu Kurayb	1609	Waki' b. al-Jurah	Uthman al-Shiham	1
Abu Kurayb	1609	Waki' b. al-Jurah	al-Nadr	1
Abu Kurayb	1609	Ya'li	al-Ifriqi	1
Abu Kurayb	1609	Ya'li b. 'Ubayd	Abd al-'Aziz b. Sayyah	1
Abu Kurayb	1609	Yahya	Abu Bakr b. 'Iyash	1
Abu Kurayb	1609	Yahya	Ibn Abi Najih	1
Abu Kurayb	1609	Yahya	Ibn Jurayj	1
Abu Kurayb	1609	Yahya	Isma'il	1
Abu Kurayb	1609	Yahya	Isra'il	1
Abu Kurayb	1609	Yahya	Mufaddal b. Mahlahal	1
Abu Kurayb	1609	Yahya	Sharik	1
Abu Kurayb	1609	Yahya	Sufyan b. 'Uyayna	1
Abu Kurayb	1609	Yahya	Zuhayr	1
Abu Kurayb	1609	Yahya b. 'Isa	Ibn Abi Layla	1
Abu Kurayb	1609	Yahya b. 'Isa	Nasr b. Abi al-Ash'ath	2
Abu Kurayb	1609	Yahya b. 'Isa	Sufyan	1
Abu Kurayb	1609	Yahya b. 'Isa	al-'Amash	5
Abu Kurayb	1609	Yahya b. Abi Bukayr	Sha'ba	1
Abu Kurayb	1609	Yahya b. Abi Bukayr	Shayban b. 'Abd al-Rahman	3
Abu Kurayb	1609	Yahya b. Abi Za'ida	Sufyan	1
Abu Kurayb	1609	Yahya b. Abi Za'ida	Ubayd Allah b. 'Umar	1
Abu Kurayb	1609	Yahya b. Abi Za'ida	Waraqa'	1
Abu Kurayb	1609	Yahya b. Abi Za'ida	Yazid b. Ibrahim	1
Abu Kurayb	1609	Yahya b. Adam	#####	1
Abu Kurayb	1609	Yahya b. Adam	Abu Bakr	1
Abu Kurayb	1609	Yahya b. Adam	Abu Bakr b. 'Iyash	1
Abu Kurayb	1609	Yahya b. Adam	Ammar b. Zariq	1
Abu Kurayb	1609	Yahya b. Adam	Hammad b. Zayd	2
Abu Kurayb	1609	Yahya b. Adam	Isra'il	4
Abu Kurayb	1609	Yahya b. Adam	Sharik	4
Abu Kurayb	1609	Yahya b. Adam	Sufyan	4
Abu Kurayb	1609	Yahya b. Adam	Sufyan b. 'Uyayna	7
Abu Kurayb	1609	Yahya b. Adam	Yahya b. Muhallab Abu Kadina	1
Abu Kurayb	1609	Yahya b. Adam	Zuhayr	1
Abu Kurayb	1609	Yahya b. Ishaq	Wahayb al-Basri	1
Abu Kurayb	1609	Yahya b. Ishaq	al-Rabi' b. Muslim al-Qurashi	1
Abu Kurayb	1609	Yahya b. Ishaq al-Bajli	Yahya b. Ayyub	1
Abu Kurayb	1609	Yahya b. Yaman	Ash'ath	1
Abu Kurayb	1609	Yahya b. Yaman	Sufyan	3
Abu Kurayb	1609	Yaman	Ash'ath b. Ishaq	1
Abu Kurayb	1609	Yazid b. Hayan	Hammad	1
Abu Kurayb	1609	Yazid b. al-Habab	Sufyan	1
Abu Kurayb	1609	Yunus	Bukayr	1
Abu Kurayb	1609	Yunus	Ibn Ishaq	2
Abu Kurayb	1609	Yunus	Ja'far b. Burqan	1
Abu Kurayb	1609	Yunus	Utba b. 'Atiba al-Basri	1
Abu Kurayb	1609	Yunus b. Bukayr	Abbad b. Mansur	1
Abu Kurayb	1609	Yunus b. Bukayr	Abd al-Rahman b. 'Abd Allah b. 'Utba	3
Abu Kurayb	1609	Yunus b. Bukayr	Hisham b. 'Urwa	1
Abu Kurayb	1609	Yunus b. Bukayr	Ibn Ishaq	15
Abu Kurayb	1609	Yunus b. Bukayr	Ibrahim b. Isma'il	1
Abu Kurayb	1609	Yunus b. Bukayr	Matar b. Maymun al-Muraribi	1
Abu Kurayb	1609	Yunus b. Bukayr	Muhammad b. Humayd al-Razi	5
Abu Kurayb	1609	Yunus b. Bukayr	Muhammad b. Ishaq	1
Abu Kurayb	1609	Yunus b. Bukayr	Talha b. Yahya	3
Abu Kurayb	1609	Yunus b. Bukayr	Yazid b. Sinan Abu Farwat	1
Abu Kurayb	1609	Yunus b. Bukayr	Yunus b. 'Amr	1
Abu Kurayb	1609	Yunus b. Bukayr	al-Musayyib b. Muslim al-Awdi	1
Abu Kurayb	1609	Yunus b. Muhammad	Aban b. Yazid	1
Abu Kurayb	1609	Zakariya' b. 'Adi	Ubayd Allah b. 'Amr	2
Abu Kurayb	1609	Zayd al-'Akli	Ibn Layi'a	1
Abu Kurayb	1609	Zayd al-'Akli	Khazraj b. 'Uthman	1
Abu Kurayb	1609	Zayd b. Habbab	Abu Thabit b. Thabit	1
Abu Kurayb	1609	Zayd b. Habbab	Ibn Layi'a	1
Abu Kurayb	1609	Zayd b. Habbab	Ikrima b. 'Ummar	1
Abu Kurayb	1609	Zayd b. Habbab	Sallam Abu al-Mundhir al-Nahwi	1
Abu Kurayb	1609	Zayd b. Habbab	Sha'ba b. al-Hajjaj	1
Abu Kurayb	1609	Zayd b. Habbab	al-Hasan b. Dinar	1
Abu Kurayb	1609	Zayd b. Habbab al-'Akli	Malik b. Anis	1
Abu Kurayb	1609	Zayd b. Habbab al-'Akli	Musa b. Sahl al-Ramli	1
Abu Kurayb	1609	Zayd b. Habban	Abd al-Rahman b. al-Harith	1
Abu Kurayb	1609	Zayd b. al-Habbab	Hammad	1
Abu Kurayb	1609	Zayd b. al-Habbab	Sallam Abu al-Mundhir al-Nahwi	1
Abu Kurayb	1609	al-'Akli	Umar b. 'Abd Allah b. Abi Khath'am	1
Abu Kurayb	1609	al-'Amash	Ibrahim	1
Abu Kurayb	1609	al-Ashja'i	Hisham b. 'Urwa	1
Abu Kurayb	1609	al-Ashja'i	Ibn Abjar	1
Abu Kurayb	1609	al-Ashja'i	Muhammad b. Bashshar	1
Abu Kurayb	1609	al-Ashja'i	Sufyan	13
Abu Kurayb	1609	al-Ashja'i	وإذا رأيت رأيت نعيما وملكا كبيرا الإنسان	1
Abu Kurayb	1609	al-Hammani	al-'Amash	2
Abu Kurayb	1609	al-Hasan b. 'Atiyya	Abu Ma'shar	1
Abu Kurayb	1609	al-Hasan b. 'Atiyya	Amr b. Thabit	1
Abu Kurayb	1609	al-Hasan b. 'Atiyya	Sharik	1
Abu Kurayb	1609	al-Hasan b. al-Rabi'	Abu 'Asim 'Ubayd Allah b. 'Abd Allah	1
Abu Kurayb	1609	al-Hasan b. al-Rabi'	Sufyan	1
Abu Kurayb	1609	al-Husayn	Shayban	1
Abu Kurayb	1609	al-Husayn	Za'ida	5
Abu Kurayb	1609	al-Husayn	al-Ja'fi	2
Abu Kurayb	1609	al-Mas'ab b. al-Miqdam	Isra'il	1
Abu Kurayb	1609	al-Muharibi	Ahmad b. Ishaq	1
Abu Kurayb	1609	al-Muharibi	Ash'ath	1
Abu Kurayb	1609	al-Muharibi	Asim al-Ahwal	2
Abu Kurayb	1609	al-Muharibi	Dawud b. Abi Hind	1
Abu Kurayb	1609	al-Muharibi	Ibn Abi Khalid	1
Abu Kurayb	1609	al-Muharibi	Ibn Ishaq	2
Abu Kurayb	1609	al-Muharibi	Ibrahim b. al-Fadl	1
Abu Kurayb	1609	al-Muharibi	Isma'il b. Muslim	1
Abu Kurayb	1609	al-Muharibi	Isma'il b. Raf'i	2
Abu Kurayb	1609	al-Muharibi	Khallad b. Aslam	1
Abu Kurayb	1609	al-Muharibi	Muhammad b. 'Amr	1
Abu Kurayb	1609	al-Muharibi	Sufyan	2
Abu Kurayb	1609	al-Muharibi	Sufyan al-Thawri	1
Abu Kurayb	1609	al-Muharibi	al-'Ala' b. Mussayib	1
Abu Kurayb	1609	al-Muharibi	al-'Amash	1
Abu Kurayb	1609	al-Muharibi	al-Asbagh b. Zayd	1
Abu Kurayb	1609	al-Muharibi	al-Hajjaj	1
Abu Kurayb	1609	al-Muharibi	al-Hijri	1
Abu Kurayb	1609	al-Muharibi	al-Mas'udi	3
Abu Kurayb	1609	al-Muharibi	al-Shaybani	1
Abu Kurayb	1609	al-Muharibi	جويبر	1
Abu Kurayb	1609	al-Muharibi 'Abd al-Rahman b. Muhammad	Isma'il b. Raf'i	1
Abu Kurayb	1609	al-Muqri' Abu 'Abd al-Rahman	Harmala b. 'Umran	1
Abu Kurayb	1609	al-Qasim	Abd al-Malik	1
Abu Kurayb	1609	أبو أسامة ومحمد بن ميمون الزعفراني	Hisham b. Hassan	1
Abu Kurayb	1609	أبو بكر بن عياش فما أصبرهم على النار البقرة	#####	1
Abu Kurayb	1609	أبو بكر بن عياش لقد تقطع بينكم الأنعام التواصل	#####	1
Abu Kurayb	1609	أبو بكر بن عياش وقيل له أرأيت قول الله تعالى الخيط الأبيض الخيط الأسود الفجر البقرة	#####	1
Abu Kurayb	1609	إسماعيل بن إبراهيم بن علية وأبو أسامة	Ya'qub	1
Abu Kurayb	1609	مزاحم بن ذواد بن علبة	Abihi	1
Sufyan b. Waki'	1443	#####	#####	71
Sufyan b. Waki'	1443	Abd Allah	Abu Ja'far al-Razi	1
Sufyan b. Waki'	1443	Abd Allah	Ibn Jurayj	1
Sufyan b. Waki'	1443	Abd Allah	Isra'il	9
Sufyan b. Waki'	1443	Abd Allah b. Raja'	Ibn Jurayj	5
Sufyan b. Waki'	1443	Abd al-'Ala b. 'Abd al-'Ala	Ma'mar	2
Sufyan b. Waki'	1443	Abd al-'Aziz b. 'Abd al-Samad	Abu 'Umran al-Jawni	1
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	#####	1
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Awf	2
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Bard	1
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Dawud	2
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Hisham	2
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Hisham b. Muhammad al-Kalbi	1
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Hunnad	1
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Khalid	2
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Ma'mar	5
Sufyan b. Waki'	1443	Abd al-A'la b. Wasil al-Asadi	Yunus	3
Sufyan b. Waki'	1443	Abd al-Hamid al-Hammani	Isma'il b. 'Abd al-Malik	1
Sufyan b. Waki'	1443	Abd al-Hamid al-Hammani	Nasr b. 'Umar	1
Sufyan b. Waki'	1443	Abd al-Rahman b. Mahdi	Malik b. Anas	1
Sufyan b. Waki'	1443	Abd al-Rahman b. Mahdi	Sufyan	2
Sufyan b. Waki'	1443	Abd al-Samad b. 'Abd al-Warith	Aban al-'Attar	1
Sufyan b. Waki'	1443	Abd al-Samad b. 'Abd al-Warith	Hammad	1
Sufyan b. Waki'	1443	Abd al-Wahhab	Ayyub	2
Sufyan b. Waki'	1443	Abd al-Wahhab	Khalid al-Hudha'	1
Sufyan b. Waki'	1443	Abd al-Wahhab al-Thaqafi	Khalid	1
Sufyan b. Waki'	1443	Abd al-Wahhab b. 'Abd al-Majid	Ayyub	1
Sufyan b. Waki'	1443	Abda	Hisham b. 'Urwa	4
Sufyan b. Waki'	1443	Abda	Ibn Abi 'Uruba	2
Sufyan b. Waki'	1443	Abda	Muhammad b. 'Amr	1
Sufyan b. Waki'	1443	Abda	Musa b. al-Musayyib	1
Sufyan b. Waki'	1443	Abda	Ubayd Allah	1
Sufyan b. Waki'	1443	Abda	جويبر	5
Sufyan b. Waki'	1443	Abi	#####	13
Sufyan b. Waki'	1443	Abi	Abd Allah b. 'Abd al-Rahman b. Ya'li	1
Sufyan b. Waki'	1443	Abi	Abd al-'Aziz b. 'Umar b. 'Abd al-'Aziz	1
Sufyan b. Waki'	1443	Abi	Abd al-Jabbar b. Ward	1
Sufyan b. Waki'	1443	Abi	Abihi	6
Sufyan b. Waki'	1443	Abi	Abu 'Awn	1
Sufyan b. Waki'	1443	Abi	Abu Bakr al-Hudhali	3
Sufyan b. Waki'	1443	Abi	Abu Hayyan	2
Sufyan b. Waki'	1443	Abi	Abu Hilal	2
Sufyan b. Waki'	1443	Abi	Abu Ja'far	9
Sufyan b. Waki'	1443	Abi	Abu Ja'far al-Razi	4
Sufyan b. Waki'	1443	Abi	Abu Layla	1
Sufyan b. Waki'	1443	Abi	Abu Ma'shar	1
Sufyan b. Waki'	1443	Abi	Abu Makin	4
Sufyan b. Waki'	1443	Abi	Abu Mawdud	1
Sufyan b. Waki'	1443	Abi	Abu Salma al-Sa'igh	1
Sufyan b. Waki'	1443	Abi	Abu al-Ashhab	1
Sufyan b. Waki'	1443	Abi	Ali b. 'Ali b. Rifa'a	1
Sufyan b. Waki'	1443	Abi	Ali b. Salih	2
Sufyan b. Waki'	1443	Abi	Ash'ath al-Saman	2
Sufyan b. Waki'	1443	Abi	Bashir b. Salman	2
Sufyan b. Waki'	1443	Abi	Fudayl b. Marzuq	1
Sufyan b. Waki'	1443	Abi	Hamam b. Yahya	1
Sufyan b. Waki'	1443	Abi	Hammad	2
Sufyan b. Waki'	1443	Abi	Hammad b. Zayd	1
Sufyan b. Waki'	1443	Abi	Hamza al-Zayyat	1
Sufyan b. Waki'	1443	Abi	Hanzala	1
Sufyan b. Waki'	1443	Abi	Hasan b. Salih	2
Sufyan b. Waki'	1443	Abi	Hisham b. 'Urwa	6
Sufyan b. Waki'	1443	Abi	Hunnad	5
Sufyan b. Waki'	1443	Abi	Hurayth	1
Sufyan b. Waki'	1443	Abi	Husayn b. 'Uqayl	1
Sufyan b. Waki'	1443	Abi	Ibn 'Awn	1
Sufyan b. Waki'	1443	Abi	Ibn Abi Khalid	6
Sufyan b. Waki'	1443	Abi	Ibn Abi Layla	4
Sufyan b. Waki'	1443	Abi	Ibn Abi Za'ida	1
Sufyan b. Waki'	1443	Abi	Ibrahim b. Habban	1
Sufyan b. Waki'	1443	Abi	Imran b. Hadir	4
Sufyan b. Waki'	1443	Abi	Isma b. Rashid	1
Sufyan b. Waki'	1443	Abi	Isma'il b. Abi Khalid	3
Sufyan b. Waki'	1443	Abi	Isma'il b. Ibrahim b. al-Muhajir	1
Sufyan b. Waki'	1443	Abi	Isra'il	47
Sufyan b. Waki'	1443	Abi	Ja'far b. Kaysan	1
Sufyan b. Waki'	1443	Abi	Jarir b. Hazim	1
Sufyan b. Waki'	1443	Abi	Khallad al-Saffar	1
Sufyan b. Waki'	1443	Abi	Ma'mar b. Sam	1
Sufyan b. Waki'	1443	Abi	Malik b. Maghul	1
Sufyan b. Waki'	1443	Abi	Mas'ar	6
Sufyan b. Waki'	1443	Abi	Mu'awiyya b. Abi Mazrad	1
Sufyan b. Waki'	1443	Abi	Mubarak	1
Sufyan b. Waki'	1443	Abi	Mughira b. Ziyad	1
Sufyan b. Waki'	1443	Abi	Muhammad b. 'Amr Abi Sahl al-Ansari	1
Sufyan b. Waki'	1443	Abi	Muhammad b. 'Imran al-Hajabi	1
Sufyan b. Waki'	1443	Abi	Muhammad b. Muharrim al-Sha'ab	1
Sufyan b. Waki'	1443	Abi	Muhammad b. Salim	1
Sufyan b. Waki'	1443	Abi	Muhammad b. Sharik	1
Sufyan b. Waki'	1443	Abi	Musa b. 'Ubayda	6
Sufyan b. Waki'	1443	Abi	Musa b. Qays al-Hadrami	1
Sufyan b. Waki'	1443	Abi	Qatan	1
Sufyan b. Waki'	1443	Abi	Qatr	1
Sufyan b. Waki'	1443	Abi	Qurra b. Khalid	1
Sufyan b. Waki'	1443	Abi	Rabi'a b. Kulthum	1
Sufyan b. Waki'	1443	Abi	Sa'id b. 'Ubayd	1
Sufyan b. Waki'	1443	Abi	Sa'id b. Jubayr	1
Sufyan b. Waki'	1443	Abi	Sadaqa al-Dimasqhi	1
Sufyan b. Waki'	1443	Abi	Salama b. Nabit	8
Sufyan b. Waki'	1443	Abi	Salama b. al-Fadl	3
Sufyan b. Waki'	1443	Abi	Sha'ba	7
Sufyan b. Waki'	1443	Abi	Sharik	11
Sufyan b. Waki'	1443	Abi	Sufyan	164
Sufyan b. Waki'	1443	Abi	Talha al-Qunad	2
Sufyan b. Waki'	1443	Abi	Talha b. 'Amr	2
Sufyan b. Waki'	1443	Abi	Talha b. Abi Talha	1
Sufyan b. Waki'	1443	Abi	Umar b. Abi Za'ida	1
Sufyan b. Waki'	1443	Abi	Umar b. al-Walid al-Shanni	1
Sufyan b. Waki'	1443	Abi	Usama b. Zayd	1
Sufyan b. Waki'	1443	Abi	Uthman b. al-Aswad	1
Sufyan b. Waki'	1443	Abi	Yazid	1
Sufyan b. Waki'	1443	Abi	Yazid b. Ibrahim	3
Sufyan b. Waki'	1443	Abi	Yunus	2
Sufyan b. Waki'	1443	Abi	Yunus b. Abi Ishaq	2
Sufyan b. Waki'	1443	Abi	Zakariya'	1
Sufyan b. Waki'	1443	Abi	Zayd b. Dirham	1
Sufyan b. Waki'	1443	Abi	al-'Ala'	1
Sufyan b. Waki'	1443	Abi	al-'Amash	14
Sufyan b. Waki'	1443	Abi	al-Bara' b. 'Abd Allah	1
Sufyan b. Waki'	1443	Abi	al-Fadl b. Dilham	1
Sufyan b. Waki'	1443	Abi	al-Fadl b. Ishaq	1
Sufyan b. Waki'	1443	Abi	al-Hasan b. Salih	1
Sufyan b. Waki'	1443	Abi	al-Hasan b. Yahya	1
Sufyan b. Waki'	1443	Abi	al-Mas'udi	7
Sufyan b. Waki'	1443	Abi	al-Mubarak	1
Sufyan b. Waki'	1443	Abi	al-Mundhir b. Tha'laba	1
Sufyan b. Waki'	1443	Abi	al-Muthanna	2
Sufyan b. Waki'	1443	Abi	al-Nadr	1
Sufyan b. Waki'	1443	Abi	al-Nadr b. 'Arabi	7
Sufyan b. Waki'	1443	Abi	al-Qasim	1
Sufyan b. Waki'	1443	Abi	al-Rabi'	2
Sufyan b. Waki'	1443	Abi	عمر بن ابى زائده	1
Sufyan b. Waki'	1443	Abihi	Abu Usama	1
Sufyan b. Waki'	1443	Abu 'Asim	Zakariya' b. Ishaq	1
Sufyan b. Waki'	1443	Abu Ahmad	Qays	2
Sufyan b. Waki'	1443	Abu Bakr b. 'Iyash	Abu Hasin	1
Sufyan b. Waki'	1443	Abu Bakr b. 'Iyash	Abu Ishaq	1
Sufyan b. Waki'	1443	Abu Dawud	Ya'qub	1
Sufyan b. Waki'	1443	Abu Dawud al-Hafari	Sharik	1
Sufyan b. Waki'	1443	Abu Dawud al-Hafari	Sufyan	2
Sufyan b. Waki'	1443	Abu Dawud al-Hafari	Ya'qub	3
Sufyan b. Waki'	1443	Abu Dawud al-Hafari	Ya'qub al-Qummi	2
Sufyan b. Waki'	1443	Abu Khalid	Amr b. Qays	1
Sufyan b. Waki'	1443	Abu Khalid	Layth	1
Sufyan b. Waki'	1443	Abu Khalid	al-Hajjaj	1
Sufyan b. Waki'	1443	Abu Khalid	جويبر	3
Sufyan b. Waki'	1443	Abu Khalid Sulayman b. Hayyan	Ash'ath	1
Sufyan b. Waki'	1443	Abu Khalid Sulayman b. Hayyan	Ibn 'Awn	1
Sufyan b. Waki'	1443	Abu Khalid Sulayman b. Hayyan	Ibn Jurayj	1
Sufyan b. Waki'	1443	Abu Khalid Sulayman b. Hayyan	Uthman	1
Sufyan b. Waki'	1443	Abu Khalid Sulayman b. Hayyan	Uthman b. al-Aswad	2
Sufyan b. Waki'	1443	Abu Khalid Sulayman b. Hayyan	al-Hajjaj	1
Sufyan b. Waki'	1443	Abu Khalid Sulayman b. Hayyan	جويبر	15
Sufyan b. Waki'	1443	Abu Mu'awiya	Abu Sinan	1
Sufyan b. Waki'	1443	Abu Mu'awiya	Amr	1
Sufyan b. Waki'	1443	Abu Mu'awiya	Asim	2
Sufyan b. Waki'	1443	Abu Mu'awiya	Ibn Abi Khalid	1
Sufyan b. Waki'	1443	Abu Mu'awiya	Ibrahim b. Tahman	1
Sufyan b. Waki'	1443	Abu Mu'awiya	Isma'il	1
Sufyan b. Waki'	1443	Abu Mu'awiya	al-'Amash	4
Sufyan b. Waki'	1443	Abu Mu'awiya	al-Hajjaj	2
Sufyan b. Waki'	1443	Abu Mu'awiya	جويبر	7
Sufyan b. Waki'	1443	Abu Mu'awiya	ذكره	1
Sufyan b. Waki'	1443	Abu Nu'aym	Abd Allah b. 'Amir al-Aslami	1
Sufyan b. Waki'	1443	Abu Nu'aym	Sharik	1
Sufyan b. Waki'	1443	Abu Nu'aym	Sufyan	1
Sufyan b. Waki'	1443	Abu Nu'aym	Yunus b. Abi Ishaq	1
Sufyan b. Waki'	1443	Abu Salama	Abu al-Ashhab	1
Sufyan b. Waki'	1443	Abu Salama	Shibl	1
Sufyan b. Waki'	1443	Abu Sufyan al-Hamiri	Husayn	1
Sufyan b. Waki'	1443	Abu Usama	Abu 'Awana	2
Sufyan b. Waki'	1443	Abu Usama	Abu Kadina Yahya b. al-Muhallab	2
Sufyan b. Waki'	1443	Abu Usama	Awf	6
Sufyan b. Waki'	1443	Abu Usama	Hisham	1
Sufyan b. Waki'	1443	Abu Usama	Hisham b. 'Urwa	2
Sufyan b. Waki'	1443	Abu Usama	Ibn 'Awn	1
Sufyan b. Waki'	1443	Abu Usama	Ibn Jurayj	1
Sufyan b. Waki'	1443	Abu Usama	Ibn Mubarak	1
Sufyan b. Waki'	1443	Abu Usama	Idris al-Awdi	1
Sufyan b. Waki'	1443	Abu Usama	Isma'il	2
Sufyan b. Waki'	1443	Abu Usama	Jarir b. Hazim	1
Sufyan b. Waki'	1443	Abu Usama	Mas'ar	1
Sufyan b. Waki'	1443	Abu Usama	Salih b. Hayyan	1
Sufyan b. Waki'	1443	Abu Usama	Shibl	6
Sufyan b. Waki'	1443	Abu Usama	Sufyan	5
Sufyan b. Waki'	1443	Abu Usama	Sufyan al-Thawri	1
Sufyan b. Waki'	1443	Abu Usama	Thabit b. Yazid	1
Sufyan b. Waki'	1443	Abu Usama	Ubayd Allah	1
Sufyan b. Waki'	1443	Abu Usama	Umar b. Hamza b. 'Abd Allah	1
Sufyan b. Waki'	1443	Abu Usama	Urwa	1
Sufyan b. Waki'	1443	Abu Usama	Yazid b. Ibrahim	2
Sufyan b. Waki'	1443	Abu Usama	Zakariya'	3
Sufyan b. Waki'	1443	Abu Usama	al-Walid b. Kathir	1
Sufyan b. Waki'	1443	Abu Usama	جويبر	1
Sufyan b. Waki'	1443	Abu Usama	حماد بن عمرو الأسدي	1
Sufyan b. Waki'	1443	Abu Usama Mujallad	Amir	1
Sufyan b. Waki'	1443	Abu Yazid	Ya'qub	1
Sufyan b. Waki'	1443	Abu al-Husayn al-'Akli	Abd al-Warith	1
Sufyan b. Waki'	1443	Abu al-Nadr	Abu Sa'id al-Mu'addab	1
Sufyan b. Waki'	1443	Abu al-Nadr b. 'Adi	عكرمة وادخلوا الباب سجدا البقرة فدخلوا مقنعي رءوسهم وقولوا حطة البقرة فقالوا حنطة حمراء فيها شعيرة فذلك	1
Sufyan b. Waki'	1443	Ahmad b. Bashir	Harun b. 'Antara	1
Sufyan b. Waki'	1443	Amr	#####	1
Sufyan b. Waki'	1443	Amr	Abu Bakr al-Hudhali	1
Sufyan b. Waki'	1443	Amr	Abu Marzuq	1
Sufyan b. Waki'	1443	Amr	Asbat	49
Sufyan b. Waki'	1443	Amr	Isra'il	1
Sufyan b. Waki'	1443	Amr al-'Anqazi	Asbat	2
Sufyan b. Waki'	1443	Amr b. 'Awn	Abu Bakr al-Hudhali	1
Sufyan b. Waki'	1443	Amr b. Muhammad	Abu Bakr al-Hudhali	1
Sufyan b. Waki'	1443	Amr b. Muhammad	Abu Idris	1
Sufyan b. Waki'	1443	Amr b. Muhammad	Abu Marzuq	3
Sufyan b. Waki'	1443	Amr b. Muhammad	Abu Rawq	1
